fixture_id,event_name,team_id,team_scrummy_id,event_timestamp,x_position,y_position
0f0e347d-0a02-4efa-94b1-734bb4259152,Knock On,2,d9465fd5-2419-4973-932a-0d13642a41a6,2384.590740919113,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2385.755988836288,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum Won,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2385.760605812073,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2391.15874171257,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Knock On,2,d9465fd5-2419-4973-932a-0d13642a41a6,2449.589720726013,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2474.786644697189,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum Won,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2474.791616678238,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Held Up Over Line,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2549.731289625168,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Goal-Line Drop-Out,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2554.428605794907,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2554.4333589077,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Offside,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2560.527229785919,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Kick At Goal,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2567.030743837357,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick At Goal Position,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2602.447986841202,49.45566659021859,26.13916827372027
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty Kick Scored,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2603.715032815933,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick-Off,2,d9465fd5-2419-4973-932a-0d13642a41a6,2619.863522768021,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Knock On,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2638.412829637527,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Advantage,2,d9465fd5-2419-4973-932a-0d13642a41a6,2648.192675828934,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Advantage Over,2,d9465fd5-2419-4973-932a-0d13642a41a6,2654.052074670792,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Try,2,d9465fd5-2419-4973-932a-0d13642a41a6,2654.965048789978,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick At Goal Position,2,d9465fd5-2419-4973-932a-0d13642a41a6,2715.559193849564,36.44827586206897,23.40689360519935
0f0e347d-0a02-4efa-94b1-734bb4259152,Conversion,2,d9465fd5-2419-4973-932a-0d13642a41a6,2715.564289808273,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick-Off,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2746.808339834213,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,2,d9465fd5-2419-4973-932a-0d13642a41a6,2749.293033838272,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Maul Formed,2,d9465fd5-2419-4973-932a-0d13642a41a6,2760.175746679306,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Maul Incomplete,2,d9465fd5-2419-4973-932a-0d13642a41a6,2761.088301897049,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2817.20094370842,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum Won,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2817.203916788101,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Not Releasing Ball,2,d9465fd5-2419-4973-932a-0d13642a41a6,2893.203495740891,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Kick,2,d9465fd5-2419-4973-932a-0d13642a41a6,2897.173439741135,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick Missed Touch,2,d9465fd5-2419-4973-932a-0d13642a41a6,2898.607535839081,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2898.613222837448,,
